,professor_name,processed_comments
3429,Clyde  Matthews,if you have to give the class a revised textbook how about a revised quizbook cons boring opinionated mumbling subjectchanging.pros very knowlegable nice guy
3430,Clyde  Matthews,an extremely easy a if you mind listening to the ramblings of an older prof whose lectures are too much useless opinion and not enough substance
3431,Clyde  Matthews,very easy a hes not to good of a teacher but if youre looking for an easy a that is the teacher for you
3432,Clyde  Matthews,he lectured on alot of history around the he never covered much material after that although we still had to take quizzes on it a nice person but became mundane after a while
3433,Clyde  Matthews,as an older professor he has good insights in the history classes very flexible and the assignment are very easy take this course to get a pretty easy a
3434,Clyde  Matthews,i had mr matthews and i thought he was very nice and his class was easy anyone looking for a easy a take this class
3435,Clyde  Matthews,stop giving your own opinion on every single topic and let the class interact every once in a while
3436,Rogers,best bio professor ever he gives great feedback everyone should take his classes i know i will continue to take his classes
3437,Rogers,if you have to take this class please do not take it with this teacher because he is extremely hard i took him for basic bio and currently taken his anatomy class on line and man does he make the questions hard to find i passed his bio class with an and now trying to pass his anatomy class on line with at least an take him
3438,Rogers,is a very dull instructor has practice questions on blackboard which are actually on the tests lets you use a card with notes for each test which helps alot most of the questions come from lecture notes also on blackboard i would not recommend him unless you have no choice he does take attendance via sign in sheet
3439,Rogers,really nice the class is easy but make sure you study from the book
3440,Rogers,i would not recommend this teacher to my worse enemy.he is very boring and to me he does not know what he is talking about.if you ask for tells you that he went over it already and that the notes were on the board.he will totally put you to sleep.if you have to take this class please do not take this guy
3441,Rogers,i am sure he is a nice guy but he does not know how to teach he graded one of our lab tests and then i noticed that he had graded unfairly on my test that was the beginning of him being on my bad side he is not prepared whatsoever he would say something and then do another do not hold him to his word drop his not take it from him
3442,Rogers,doesnt really seem to know what hes talking about he is very nice but the class is unorganized you never know what the test is going to be like you even know what to study you never use the book and he gets off topic and starts talking about his life frequently
3443,Rogers,i took his health class online it is so easy pretty interesting too you do need the book to answer the biweekly which are easy only a couple of questions and open book u dont need to read the book the discussions are based on your own opinions the only projects are diet analysis and one paper on any health subjec
3444,Rogers,he really does know what talking about and a really nice guy but he really know how to teach he goes through a lot of slide shows that pretty much copy paste what the book says you must work hard in this class because you get too much from the lectures just too boring take him if not interested
3445,Rogers,took week summer class with jerry nice man just goes on very long tangents we do over half the labs and never had a lab quiz attendance and labs were worth of our grade so you pretty much had to attend very easy but did not feel i got my moneys worth
3446,Rogers,i took him for an online class and have any issues there is a lot of reading assignments but the class was interesting and kept me focused assignments were pretty straightforward except for the diet log which some of the instructions were a little unclear he is a fair teacher and made my first online class a breeze
3447,Rogers,a really decent professor not too dynamic but very fair and friendly easy to get along with
3448,Rogers,he gets off track from time to time but otherwise is interesting he certainly is not a bad teacher and you will learn something from his class
3449,Rogers,all you haters must have been morons rogers is the best science dept teacher there is i enjoyed coming to class and learning the enviornment is laid back and everyone is friendly and participates along with the teacher i learned the most from this class believe the negative comments
3450,Rogers,aww i read some negative feedback about mr rogers but not true a good teacher and kinda lets things slide just smoke around him because he says smoking destroys cilia but we all know it paralyzes it keep up the good work he is good teacher
3451,Rogers,i think much of him when i first started classes but awesome if you ever have a question or are a bit behind he helps give him a chance your education dollars are well spent
3452,Rogers,if you are looking for a class where you learn nothing and everybody fails then this class is for you the longest managed to stay awake was to count how many times he said um he avereage ums per mins but good class for insomniacs smells funny like a old shoe
3453,Rogers,drop he never gets to the point he never knows what teaching he fails everyone you teach yourself the work and besides he does not write his test or grade them so he does not teach you whats on the test good class to skip and sleep threw
3454,Rogers,boring he rambles without ever getting to the point his tests seem to be difficult but it might be because he never gets to the point recommend him unless you need to catch up on some sleep
3455,Rogers,he didnt even know what he was doing us students helped him too much its good he is only part time but he shouldnt even be a teacher i did get a he didnt even take attendance and i didnt even go to lab
3456,Therese  Saliba,worked with her on contract and found her to be extremely knowledgable she opened my eyes to the atrocities happening in todays world and helped me find new ways to reach my students she is a wonderful woman and a joy to work with
3457,Therese  Saliba,really good for an introduction to me studies weak as far as covering different sides of an argument but does use a broad arrangement of texts
3458,Therese  Saliba,unfortunately she is just not qualified to teach about the middle east rather than providing students with knowledge they need to engage and combat the paradigms in question she attempts to train them as activists perhaps this is because her knowledge base is in english literature and is seriously lacking in history and politics of the region
3459,Therese  Saliba,awesome
3460,Therese  Saliba,therese deals in the study of marginalized voicesthe views and experiences not heard in popular education i think she is amazing and one of the best professors ever had she was always encouraging never dominated in seminar and has vast knowledge of feminist studies and the middle east she is awesome
3461,Therese  Saliba,no comments
3462,Therese  Saliba,therese is a hard professor who expects a lot from her students but is fair and supportive her lectures are well organized engaging and intelligent a brillant woman who knows what teaching she gives a lot of feed back on papers with helpful comments i urge anyone to take a class from therese before they graduate
3463,Therese  Saliba,therese is the best i highly recommend her to everyone as far as her being biased towards palestinians she presents a balanced view of middle eastern issues often exploring elements our traditional media ignores she is not the easiest but you will learn alot from her if you open your mind and think critically about the material presented
3464,Therese  Saliba,people say she is biased towards palestinians but are you kidding me thank goodness cause i see a lot of folks pulling for palestine in the in other regards a valient professor who keeps and open mind towards other views
3465,Therese  Saliba,exteremly biased against israel even though she claims to keep an open mind she presented one side of the struggle in the middle east and provided little voice for the other side to make its case this class does not present a fair academic look at this complicated situation
3466,Therese  Saliba,her middle eastern studies class was slanted towards palestinians but not by very far not nearly as bad as the slant towards israel that you see on the news every day she assigned a book a week for a credit week class the roots of terrorism class been called roots of arab terrorism because all we covered it was basically a modern history class oh and we watched really informative and entertaining videos
3467,Therese  Saliba,she is very passionate and involved with her subject she will help direct you towards your own passion within the subject of middle east studies
3468,Therese  Saliba,no comments
3469,Therese  Saliba,she promised a tough academic environment but lost many papers and let seminar turn into personal stories i asked if we could talk about the books she said i was being argumentative and i should keep my opinions to myself my classmates exhibited more maturity than she did
3470,Therese  Saliba,super awesome at everything concerning literature feminism or the middle east great at explaining assignments in multiple ways if you hare having trouble understanding what she is looking for excellent feedback on all writing all around great
3471,Therese  Saliba,therese is the best professor had at evergreen she is very knowledgeable and wellread but not arrogant she is great at running seminars which is so important at tesc i hope i can take more credits from her in the future
3472,Eva  Sadowski,i like how she asks for feedback during the course
3473,Eva  Sadowski,condescending her way or the highway
3474,Eva  Sadowski,do your readings or suffer her wrath
3475,Eva  Sadowski,if you want to be preached to take her env course
3476,Eva  Sadowski,no comments
3477,David  Keswick,nice guy and laid back all tests are take home and there is homework due weekly offers extra credit just go to class and get an a buy the book
3478,David  Keswick,great teacher
3479,Hwan  Kim,he is not hard come on compare to other teachers he test are easy in addition to it you have homework which helps you increase your grade easy points also tells you what to study from the test trust me if you do your homework you will be allright i had a b
3480,Hwan  Kim,thick accent hard to understand but straight forward follows the book his tests are not very hard and he is very liberal with his grading
3481,Hwan  Kim,he follows the text book and refers to many of the diagrams he calls them examples most classes are lecture for first half then a computer lab which usually involves some web browsing and answering some questions tests are an
3482,Hwan  Kim,my god what a thick asian accent the first day i sure if he was speaking english or something else
3483,Sam  Roweis,machine learning
3484,Sam  Roweis,his enthusiasm for the course was infectious very knowledgeable and helpful course was very difficult
3485,Sam  Roweis,great prof very organized and enthusiastic assignments and tests were fair
3486,Sam  Roweis,charismatic good communicator very enthusiastic difficult course
3487,Sam  Roweis,no comments
3488,Sam  Roweis,no comments
3489,Robert  Burton,this man is the absolute worst professor ever had the displeasure of interacting with arrogant begin to describe him weekly blog articles that are short essay length vague grading rubric he will not give you an a unless you stroke his oversized ego turn things in well before the due date or he will mark you down take it
3490,Robert  Burton,has around blogs and group presentations allows the blogs to be revised for higher grade grades fairly and offers extra credit be prepared to read a lot and participate in class discussions blogs make up a large of grade
3491,Robert  Burton,weekly blog posts are long boring and graded very harshly he also does not give feedback would not recommend to other students
3492,Robert  Burton,i said so many papers because the weekly blog posts have to be minimum words given a chance to make them up he uses an emoji grading system on the blog posts so i constantly had to look at the syllabus to see whether i got a or or whatever do the blog posts every week they are a huge part of your final grade real make or break
3493,Robert  Burton,tough at grading but makes it clear that he wants you to write wellwritten blogs that look and prove that read the texts and have thought critically about them british so his humor is rather dry and sarcastici loved it very nice as long as you are respectful
3494,Robert  Burton,take no respect for students or their opinions super sarcastic and rude reading is heavy and the only aspect of the class i enjoyed that had nothing to do with him he grades writing assignments in emojis winky face glasses is an a while frowny face smile is a c upset i wasted my limited time and money on a course like this
3495,Robert  Burton,dr burton requires his students to write weekly a lot work if you miss class it will hurt grade even if you complete all the work i take him again
3496,Robert  Burton,he is the worst teacher ever had he is very rude and care about the students
3497,Robert  Burton,rob burton while a very interesting instructor who is at times thoughtprovoking to listen to i will not take again he has a very weird grading scale reading specific blogs which are the primary source of our grades in this class are graded not with letter grades or percentages but rather smileyfaces he is also quite sarcastic
3498,Robert  Burton,the guy is a complete ass he is rude to his students if you come in late need to use the bathroom or ask a question he makes a scene but it is an easy class he wont tell you your grade tho you should just know it
3499,Robert  Burton,he grades really weird but there is enough opportunity for extra credit
3500,Robert  Burton,week summer study abroad class in chiang mai thailand not an easy class but was doable by completing the reading and finishing the required weekly blogs and hours of community service one of the best experiences of my life tony waters combo rob burton was great at the end of classes you will end up being sadder but wiseer got
3501,Robert  Burton,took this for my theme class tons of writing and reading but hey its english cultural events were actually very interesting and enjoyable i did a few extras of those class time is just book discussion and i hope the soccer book is never used again and most people in the class feel the same way he was very upset when he found this out
3502,Robert  Burton,class is more like a book club class was huge about people call you out for talking or leaving early so dont do it actually stop class until you contribute you learn a lot from the cultural events you attend its hard to get into the grove of writing pages a week in blogs because he wants them done a very certain way
3503,Robert  Burton,great class
3504,Robert  Burton,rob is a good teacher i loved this class because there were very few student and we just talked about multicultural lit and pedagogical standpoints i enjoyed most of the books and the blogs were a good medium for homework i would take another of class
3505,Robert  Burton,this class was pointless no more than a book club learn a thing online blogs were a joke as a teacher he was good not the most patient gets a little frustrated when his point getting across but always means well he cares about your grade and will work with you very helpful in office hours take him in another class
3506,Robert  Burton,rob burton has his flaws but grow on you his class is great he always assigns great texts leads interesting discussions and the use of informal blogs for homework is fun and engaging he can be irritable from time to time but i take it personally not such a cold fish oneonone as he seems in class recommended
3507,Robert  Burton,is really passionate about his job for an english class it was a piece of cake i would recommend it to anyone he is very easy going and cares i felt bad not going to his classes he assign much but when he does make sure to do the work he expects that and will call you out great class
3508,Robert  Burton,engl353 was one of the easiest classes i took at chico state for those who complain they must have been really lazy i skimmed chapters and wrote blogs those are his assignments and got an a rob is easy going guy and shows a lot of videos in class open to different opinions
3509,Patricia  Mancini,very nice and helpful very enthusiastic about microorganisms and infectious diseases allowed me an extension on my paper
3510,Patricia  Mancini,this is the best professor to take if you are not a biology major she understands that the class is not made up of majors and presents the material a way that is easily understandable the class is sometimes boring but attendance is not mandatory i would highly reccommend the professor for biology class
3511,Patricia  Mancini,shes a good teacher but you have to study a lot to do well on the tests shes very helpful tho and will answer questions and give extra credit
3512,Patricia  Mancini,shes nice some of the time other times shes can be really mean and nasty wont answer questions degrades you if shes in a bad mood and asks if you know how to read id advise not to ask her questions during lab but do everything possible to find the answer yourself not bad of a grader she knows what she is talking about
3513,Patricia  Mancini,really good professor science my best subject but i did pretty well in this class she understands that many of her students bio majors and teaches the material in a way easy to understand there are tests and a final exam mostly multiple choice with or essays questions i definitely recommend her
3514,Patricia  Mancini,really nice and understanding professor go see her if you ever need any help
3515,Patricia  Mancini,nice professor pretty lenient gives extra credit tests are pretty easy very knowledgeablejust ask her questions
3516,Patricia  Mancini,great professor makes subhjects as interesting as they could be and gets the points of class along very well she moves pretty quick but if you can keep up its all good difficult class but if you keep up with it you can get an a extra credit was also offered
3517,Patricia  Mancini,nice lady but kind of stand offish i found that she doesnt seem to like to answer questions she says to read the packet quizzes are pretty easy def read the lab packet before class because she goes through the explanations pretty fast
3518,Patricia  Mancini,enjoyed her class
3519,Patricia  Mancini,horrible mundane and teaches by reading directly off her powerpoints not to mention you understand her powerpoints does not care if students are interested in material and does not try to make it interesting would not recommend
3520,Patricia  Mancini,very good at what she does she knows her stuff great course am taking her for more classes
3521,Patricia  Mancini,she sucks answers all questions with read the book subject is boring as hell already and she makes biology worse think that was possible
3522,Patricia  Mancini,good teacher
3523,Patricia  Mancini,very wild and hyperactive goes pretty quick nice lady but certainly not the best bio teacher out there
3524,Patricia  Mancini,no comments
3525,Patricia  Mancini,loved her if she teaching about deadly bacteria she could fit in just as well baking cookies a real grandma type there is no such thing as a min conversation her love the powerpoints
3526,Patricia  Mancini,very helpful tries to make sure all students understand the material very willing to spend extra time and effort for extra help just go to class and try to participate
3527,Patricia  Mancini,mancini is nice though she seems like in a hurry all the time you will learn the material but necessarily have fun doing it
3528,Christopher  Zepeda,no comments
3529,Christopher  Zepeda,no comments
3530,Karlene  Ferrante,if i wanted to be talk to like a kid id go to a day care this woman talk to her students like we are years old
3531,Karlene  Ferrante,very invested in her students will do anything to help them succeed
3532,Karlene  Ferrante,this prof talks to you like you are a child of not an adult of a joke been in something so juvenile since grade insulting learn a thing from her good thing students do her job for her she seem to respect students enough to talk to them as adults i pay thousands to be treated like avoid
3533,Karlene  Ferrante,grades work against each other not against a rubric has student groups teach subjects for her and the highlight of the course class only covers the easiest theories that learn better in other comm classes super easy workload and be fine this course is about pleasing her so just play her game
3534,Karlene  Ferrante,students actually teach the class most of the time with group presentations ferrante has no problem with interrupting a presentation to put in her two cents but her comments are always helpful very easy class
3535,Karlene  Ferrante,very friendly helpful and responds to questions outside of class quickly complete assignments and speeches the exact way she lays out she is sort of my way or the highway but lays out the requirements clearly do exactly what she says and get an a or b no problem she grades attendance and missing class causes major points off
3536,Karlene  Ferrante,at first when attending class it seemed like it would be a ton of work this turned out to be one of the best classes ever taken she works with students and the students present on the theories in class a great way to learn we did activities and got to know everyone in the class honestly one of the best professors ever had
3537,Karlene  Ferrante,the class that bad but she the best professor the whole class is having groups teach a chapter this is fine but she interrupts a lot during presentations and let the group complete what they were saying
3538,Karlene  Ferrante,we were supposed to learn how to write a literature review what the difference between a research question and a hypothesis is how to write acedemic papers at the graduate level instead we wrote undergrad level papers about our feelings no instruction from her on how to find previous research had no idea how to write a lit review epic fail
3539,Karlene  Ferrante,maps were a pain and graded subjectively the essay exams and group presentations were no different professor is not very yielding in any manner
3540,Karlene  Ferrante,this professor was very hard but actually did a really good job teaching the content at first the concept maps were a pain but they actually were the best learning tool ever no studying involved in this class just homework and groupwork
3541,Karlene  Ferrante,this class was really easy the workload high at all i think some people are just too lazy to do a minute assignment before class a very easy grader and even gives you opportunities to miss assignments without a penalty you teach the class twice with a group and also easy it take much planning at all easy
3542,Karlene  Ferrante,this was one of my favorite classes that i have taken she is a great lady and the class not only learn from her and the book but from eachother and life experiences i loved how she approached the material i would definately take it and whoever claims the workload is high its a daily concept map that you get to use on the test
3543,Karlene  Ferrante,pretty good
3544,Karlene  Ferrante,she puts too much of a workload on her students and she even teach she has groups present and teach straight from the book hello who is the professor not to mention her grading scale is very steep you have to be a perfectionist to get an a you have no idea how she grades exams and what she looks for so good luck
3545,Karlene  Ferrante,a very nice and pleasant woman and easy to talk to her class can get a little boring at times too many group presentations it gets old fast and daily homework assignments but the subject was actually pretty interesting think comm theory would be boring but it is so applicable to real life that interesting to study
3546,Karlene  Ferrante,the class really difficult but she assigns a lot of homework and two group presentations throughout the semester which require a lot of work you can use your notes on tests all essay but she really tell you what looking for so grades can be hit and miss her grading scale is tougher than most an a is and above
3547,Karlene  Ferrante,this is my favorite class i have taken ever prof style is very different and she requires us to give two teaching presentations but the atmosphere of the classroom is very comfortable and the topics are interesting i highly reccomend taking her classes
3548,Karlene  Ferrante,i had this class years ago and i have to say she was a great professor for comunications speeches suck and can be scary but it wasnt bad in her class very good learning environment she was one of my favorite teachers at uwsp
3549,Karlene  Ferrante,solid professor she teaches with a great deal of enthusiasm which is great and extrememly understanding and helpful
3550,Elizabeth  Spievak,she allows you to use notes on the tests but her questions on the tests are so out of the blue she has you read and write down questions regarding the text before almost every class and if thorough it could take around two hours her lectures are not posted online and they mostly consist of confusing charts or pointless stock photos worst
3551,Elizabeth  Spievak,professor spievak is super knowledgeable and cognitive psych is so interesting this class is definitely not for you if you dont enjoy reading articles writing essays or taking lecture notes without a powerpoint i personally did really well and liked her a lot as a person would take a class with her again
3552,Elizabeth  Spievak,the way she structures her class is meaningful and makes sense with the subject you are expected to take the time to read all the materials she provides and take notes on everything for psych majors this class is important she is kind and funny and participating in class is easy to do and can be fun she expects you to do the work
3553,Elizabeth  Spievak,one of the best professors ever had definitely not easy but learn a lot if you do the work
3554,Elizabeth  Spievak,dr spievak is a nice person but as a professor i would never take a class with her again cognitive psych was a nightmare she assigns long dry readings for every single class and you not have a quiz on every single reading or class period no powerpoints just speaks what you need to know very hard grader never satisfied
3555,Elizabeth  Spievak,very professional and focused on her work keeps students best interests at heart and pushes them beyond their comfort zone in order to better then
3556,Elizabeth  Spievak,dr spievak is an outstanding instructor she is an expert in her field as long as you put in the work and dedication she will ensure that you do great she genuinely cares and your work in her class can without a doubt take you far beyond the class itself she prepares you for grad school do not take if you willing to work for it
3557,Elizabeth  Spievak,i will never take her ever again you guys say no text book is a plus but with cognitive psychology you need a textbook and also the fact that she do actual power points with notes she expects u to read a bunch of articles but heaven help you if you miss one day of reading i will say she tries to make it fun as possible
3558,Elizabeth  Spievak,the reviews about this professor below regarding what type of course work is expected during this class are accurate however if you want to work with somebody that wishes to challenge you into becoming a better student i suggest this professor tough but she cares and if you put in the necessary effort and work hard you will see that
3559,Elizabeth  Spievak,grades with check check plus etc like in kindergarten very tough at grading too many readings the are timed and you are expected to write full essays during the talks too quickly attendance is mandatory quizzes at beginning and end of class horrible know how i passed
3560,Elizabeth  Spievak,she is all over the place quizzes time you meet she expects that you can write a perfect essay in minutes these are her quizzes tons of reading to do along with participation essays at the end of the class which is timed graded as well as the quizzes she is extremely picky when she grades get a b if you lucky
3561,Elizabeth  Spievak,she definitely has a way of making a room silent when she walks in she keeps order in the class and demands respect to visitors i enjoyed this class not much to it just show up and listen mainly others doing presentations she wont let you show up sign in and leave very observant i recommend this class if you are serious about psyc
3562,Elizabeth  Spievak,i am an older student who takes her classes seriously and this was the worst class i have ever taken do not take unless last resort very hard and confusing barely keeping afloat
3563,Elizabeth  Spievak,she has the ability to walk into a room and bring silence she terrifies me but at the same time i think awesome i have no doubt she could be mean to some students but because she has really high standards and expects you to work very hard to live up to them underneath her exterior she actually does care about students a lot
3564,Elizabeth  Spievak,well i came into this class with a high expectation of this professor since friends of mine really enjoyed her class i found her extraordinarily difficult she has you write numerous papers that have questions that are very difficult she expects masters level work out of a undergraduate class take her unless you have lots of time
3565,Elizabeth  Spievak,such a great topic with an obnoxious arrogant and hateful lady come and see the way she often embarrass people in the class she is too uptight and the course materials has nothing to do with the course itself looks like what she googled off the web i regret taking this class
3566,Elizabeth  Spievak,i should have waited till i had taken more psyc classes before because her quizzes are essay format and maybe this would help but if go to every class pay notes you will do awesome and enjoy it of all the classes taken now psyc classes i use what learned here the most in school and at home highly recommend
3567,Elizabeth  Spievak,she talks relentlessly and cuts no slack for anyone she like to answer questions or clarify what she means on assignments her tests are hard and she seems really excited about her material too bad she completely kills the fun out of it
3568,Elizabeth  Spievak,took her special topics class she is a brilliant woman and very excited about the material as others said her class will be your life for the semester and she is tough but you will learn a lot do not take for an easy a or if you just want to skate by if willing to work hard you will learn tons
3569,Elizabeth  Spievak,great professor everyone who does well in her class loves her if you understand her style of teaching you should do well if you are a bad notetaker you will not do well she is excellent and i have taken classes now with her and a lab each better than the first
3570,William  Goldstein,class has both lecture and discussion hear him in lecutre which was often not relevant he often went way over on time not a classskipper but did several times with this one though discussion was mandatory his paper assignment was impossible and he was little help
3571,William  Goldstein,nice guy and very intelligent class can sometimes get boring but usually when the dumb student talk too much arjun is a great ta and helped me more than anyone get into a top grad school
3572,William  Goldstein,awesome psych made fun very comprehensive really makes you want to be a psych major great class loved it loved it loved it
3573,William  Goldstein,knows a lot but is not very engaging in his communication of that knowledge socially awkward not good as stimulating class discussion but is really nice
3574,William  Goldstein,vey interesting topic though lecture is dry professor is very nice and knows a lot ta also teaches very well and is very cute
3575,John  Everitt,he is a great prof very helpful and dylan also keeps him going lectures are boring tests are ridiculous but not hard his classes are all the same also he reminds me of the sloth off of ice age
3576,John  Everitt,awesome professor best that i have had yet
3577,John  Everitt,it was an interesting course and i am glad i took it you learn alot of neat things about culture geography and how everything interacts really cool tests are equal yet really test your knowledge study
3578,John  Everitt,interesting course and easy to follow
3579,John  Everitt,re class size do you seriously think it is the fault that the class is so large and for those of you who complain about his by the book style would prefer he not touch on the books in class but test you on it anyways anyways this guy is a great prof
3580,John  Everitt,one of the worst profs ever had lectures were a joke most question that he tests you with are questions that really that dont have anything to do with the concepts studied in his sellout it seems he just wants to know if read it not if you understand it thumbs down
3581,John  Everitt,the class gets extremely boring but he change the material although he could make the class more lively a funny man and i really enjoy his classes when i fallen asleep
3582,John  Everitt,what a horrible prof why do you even go to can learn all you need to know in his sell out and the book his tests are posted so you really need to go to class his quizzes are dumb and are on useless crap u would usually skip over nvr take him
3583,John  Everitt,the idea of paying for classes is to have something contributed by the lecture he does not really say anything you cannot read in the well prepared reader and text so no point of going to class aside from seeing slides the class size was large so no discussion or questions a reader
3584,John  Everitt,he is awesome
3585,John  Everitt,all who says that he is hard should not be in university
3586,John  Everitt,one of the best teachers ever had i doubt forget him anytime soon
3587,John  Everitt,nice but impossible
3588,John  Everitt,lectures tend to get boring after a lot of listening is a lot of reading for the course is easy class if put in the time
3589,John  Everitt,needs to organize better funny and fairly interesting
3590,John  Everitt,not too hard but can get boring after a while focuses mostly on what he knows
3591,John  Everitt,like sitting in on family vacation slides but his vacations insted of relatives
3592,C  Wolfe,an excellent professor extremely strict and the majority of his testes are extremely challenging take him only if serious about biology
3593,C  Wolfe,terrible teacher dont recommend to anyone
3594,C  Wolfe,knows his stuff i think anybody can argue with that but i really enjoy his class lectures were fine but i really do believe the tests were very poorly written and failed to really capture how well a student knew the material take him again if at all possible
3595,C  Wolfe,this guy sucks i know biology and i got a d am currently retaking it with flores and i got an a on the first test i recommend taking it with flores straight forward supposedly we are getting a new bio prof wolfe was let go who knows how they will be though they could suck just as much as wolfe if not worse
3596,C  Wolfe,not a very good professor here are the high points lazy often used old outdated powerpoints tests frustrating at best i studied hours for one made a b studied three hours for another and made an a his exams do not test the concepts taught in lecture and the book one of the worst professors i have had science or otherwise
3597,C  Wolfe,a great biology teacher his notes are helpful if you actually study them this is college not highschool so supposed to put in effort to get a good grade i only went over his notes read the chapters and did the online quizzes and made a great grade in the class if you like studying or reading i suggest you switch majors
3598,C  Wolfe,dr wolfe basically read word for word from his notes most of the learning had to be done on your own attendance was mandatory considering you are the one paying for your class it should not be up to him if you show up or not the only person affected is you i showed the entire semester but it did not help me
3599,C  Wolfe,great teacher i care what anyone says his exams are hard when came straight from high school where everyone is spoonfed not hard when you take a couple hours to read and understand the material that what supposed to be doing anyway if majoring in biology
3600,C  Wolfe,this class is very hard the professor just makes a power point from the book and reads it to the class the lecture is very broad and the test are very specific i would not recommend anyone to take his biology class it is worthless to do good in the class you have to read and understand every word in the book
3601,C  Wolfe,the way that he teaches really does not help the students at all the only thing that he did was make a power point of the chapter in the book then read it off the screen there was really no explaining of the material that actually helped he hardly ever interacted with students either i could have learned as much by only looking at the book
3602,C  Wolfe,maybe dr wolfe has changed this semester but i think incredibly clear in his lectures and his test are easy as long as you study hard for them taking credit hours this semester and i still managed to get a on his first exam take him learn a lot
3603,C  Wolfe,umm for the comment below this one i think you have the wroong teacher buddy nice try though
3604,C  Wolfe,yeah he is hot but he is a fresh college grad and thinks he is the stuff and thinks he knows everything and thinks we are graduate students or something to hard and to fast
3605,C  Wolfe,worse professor i have had yet just reads the slides if you ask for explanation only makes you more confused and than spends half class talking about mushrooms tests are completely irrelevant to notes know how he comes up with some wuestions but he has a nice personality
3606,C  Wolfe,all these young bio students complaining about basic general bio haha poor kids wait til you have to take the real bio classes if you cant handle it now i suggest switching majors it get any easier and neither do the teachers
3607,C  Wolfe,not a good professor at all yah it is college but just ridiculous test are irrelevant to half the stuff he talks about in lecture he know how to teach at all take someone else
3608,C  Wolfe,if this is college then quit about having to study you babies
3609,C  Wolfe,every nerd who says this is college blah blah blah talking about the teacher everyone knows college is hard so stick to the point wolfe the best
3610,C  Wolfe,this is my third biology class with dr wolfe with an a in all three classes i think he is an excellent teacher very straightforward and willing to answer any questions you have even outside of class of course you have to study and pay attention welcome to the real world this is college not grade
3611,C  Wolfe,not as bad as below that was too harsh needs a new approch for the class though i had a tough schedule last semester and he was my only c grade
3612,Jessica  Hartos,she reminds me of chris rock her crude humor will keep you on the edge of your seat wondering what she will say next this class is everything you wanted your tenth grade health class to be like very easy b if you show up you might not like her if you are easily offended or are uber sensative
3613,Jessica  Hartos,be warned hartos has some very crude raw humor but i personally laughed like crazy every class she taught but the work is boring a tedious and she has a strict absence policy also no curve and half the time she sends her to teach for her but just give a little effort and an a or b is no problem
3614,Jessica  Hartos,very easy take notes and pass funny easy professor
3615,Jessica  Hartos,great class i made a b but i could have made an a if i would have put forth a little more effort shes fun
3616,Jessica  Hartos,easy a if you pay attention crazy professor show up for class half the time assignments are easy all or none credit basically tests can be a little tricky if you read the book but all the extra credit makes up for that overall easy class just weird teacher
3617,Jessica  Hartos,whoever said that she doesnt give extra credit must have been in the wrong class i got a d on the test and still got an easy a there was the chance for over extra easy points troughout the semester she is hilarious and will say just about anything i would definitely recommend taking her
3618,Jessica  Hartos,this woman is a little crazy but in a good way she gives lots of extra credit for group work outlines and jeopardy tests are fair just be sure to read the book as well take her for lbst credit its a pretty easy a
3619,Jessica  Hartos,hard tests but makes class fun cool teacher
3620,Jessica  Hartos,i think she is hilarious and class is never dull if you read the chapters and study you will d fine in her class and if you need help do no hesitate to ask the conceptual questions at the end of the chapters are a big help on the tests
3621,Jessica  Hartos,all we do is take notes she gives no extra credit and tests are very hard you can study all you want but not going to help on the tests take her
3622,Jessica  Hartos,not the fairest grader in the whole world but what professor is she is young always good and has a relatively laid back and sarcastic teaching style which i thoroughly enjoy
3623,Todd  Feil,he is a good professor who is not a difficult grader he wants students to do well in the class and gives tests that reflect the class material sometimes is a little all over the place during lecture but overall pretty clear and easy to undertsand
3624,Todd  Feil,i thought he was a very helpful teacher actually teaches and writes notes in class unlike westmoreland who expects you to learn it all on your own helpful and nice if you go in for extra help if you do the homework and keep up with the work you will do well
3625,Todd  Feil,the thing is he does not grade fairly not a fan of partial credit not shocked anymore to see or on questions where i clearly have a halfdecent grasp on it he is very picky and uncompromising i seriously had the feeling that he often want me to do well with any other prof that b would definitely be a solid a
3626,Todd  Feil,feil is an excellent teacher though his tests are pretty tough he explains problems very clearly
3627,Todd  Feil,good prof helpful
3628,Todd  Feil,good guy taught well decent tests
3629,Todd  Feil,was not very consistent had to write a chapter of logic proof and mine was the only critiqued in front of the entire class not very helpful as an advisor
3630,Todd  Feil,wow is he hard but very good
3631,Matthew  Neal,i hated math until i took dr calc i class then i took his calc ii and he convinced me to be a math major extremely grateful to dr neal for making me feel so confident in myself very caring and notices when something is wrong with a student
3632,Matthew  Neal,hard i had to take it for my major though
3633,Matthew  Neal,dr neal is a very hard very nice teacher he is also one of my favorite people alive he is dedicated to the students and cares about them to the fullest he is always always open to emails meetings of any he is a very tough teacher however and be prepared to be challenged completely
3634,Matthew  Neal,great guy kinda awkward and really hard he is way too smart to be teaching an intro class he cannot connect with normal people
3635,Matthew  Neal,great professor crazy hard
3636,Matthew  Neal,really fun to have a class with but the homework in proof techniques is extremely difficult it balances out in the end if you enjoy a challenge and you already have a firm grasp on calculus take his classes
3637,Matthew  Neal,dr neal reminds me why i love math he makes sure you truly understand the material he has the best nerdy jokes too
3638,Matthew  Neal,great professor hilarious in a nerdy way very hard class but you learn a lot
